diff_id,language,anchor,synonym,antonym,gold_word_count,bertscore_syn,bertscore_ant,bertscore_delta
7590,cpp,adding,inserting,removing,11,0.9866851568222046,0.9830202460289001,0.0036649107933044434
8146,cpp,allow,permit,forbid,10,0.9829487204551697,0.9581628441810608,0.024785876274108887
8313,cpp,start,begin,stop,23,0.9878404140472412,0.9890924096107483,-0.00125199556350708
8542,cpp,removed,deleted,inserted,7,0.9900767803192139,0.9784188270568848,0.011657953262329102
8543,cpp,add,insert,remove,13,0.9926761984825134,0.9881645441055298,0.004511654376983643
8543,cpp,remove,delete,insert,13,0.990840494632721,0.9893004894256592,0.0015400052070617676
8735,cpp,add,insert,remove,9,0.9929347038269043,0.9943052530288696,-0.001370549201965332
8875,cpp,allow,permit,forbid,13,0.9614306688308716,0.966951847076416,-0.005521178245544434
9568,cpp,add,insert,remove,9,0.9836985468864441,0.9850531816482544,-0.0013546347618103027
10309,cpp,remove,delete,insert,9,0.9879345893859863,0.9877244234085083,0.00021016597747802734
10309,cpp,allow,permit,forbid,9,0.9929316639900208,0.9872235059738159,0.005708158016204834
10504,cpp,allow,permit,forbid,14,0.9918668270111084,0.9790444374084473,0.012822389602661133
11034,cpp,add,insert,remove,9,0.9515826106071472,0.9498752951622009,0.001707315444946289
11174,cpp,started,began,stopped,13,0.996935248374939,0.9911503791809082,0.005784869194030762
11339,cpp,add,insert,remove,5,0.983077883720398,0.9912300705909729,-0.008152186870574951
12096,cpp,remove,delete,insert,13,0.9961790442466736,0.9879834651947021,0.008195579051971436
12097,cpp,add,insert,remove,6,0.9766246676445007,0.9841135740280151,-0.007488906383514404
12116,cpp,remove,delete,insert,7,0.9871573448181152,0.9708601832389832,0.01629716157913208
12116,cpp,include,contain,exclude,7,0.9816663265228271,0.9796873331069946,0.0019789934158325195
12213,cpp,add,insert,remove,8,0.9795069694519043,0.9731332063674927,0.006373763084411621
12345,cpp,add,insert,remove,11,0.9852672815322876,0.993465006351471,-0.00819772481918335
12518,cpp,disable,block,enable,9,0.984012246131897,0.9961616396903992,-0.012149393558502197
13200,cpp,add,insert,remove,6,0.9761036038398743,0.9868980646133423,-0.010794460773468018
13296,cpp,add,insert,remove,9,0.9760400056838989,0.9783927202224731,-0.0023527145385742188
13516,cpp,show,display,hide,8,0.9891126155853271,0.9834933280944824,0.0056192874908447266
14126,cpp,adds,inserts,removes,22,0.9883038401603699,0.9885493516921997,-0.000245511531829834
14436,cpp,added,inserted,removed,9,0.9846217632293701,0.9936538934707642,-0.009032130241394043
14515,cpp,remove,delete,insert,11,0.9928933382034302,0.9885913133621216,0.004302024841308594
14946,cpp,add,insert,remove,8,0.9807603359222412,0.98810875415802,-0.007348418235778809
15525,cpp,add,insert,remove,8,0.9844056367874146,0.9848709106445312,-0.0004652738571166992
15899,cpp,create,build,destroy,18,0.9886918067932129,0.9902036786079407,-0.0015118718147277832
16836,cpp,added,inserted,removed,21,0.9926817417144775,0.9961928129196167,-0.00351107120513916
17076,cpp,adds,inserts,removes,10,0.9087433815002441,0.9592993855476379,-0.0505560040473938
17174,cpp,added,inserted,removed,11,0.9807884693145752,0.9793334007263184,0.001455068588256836
17525,cpp,show,display,hide,12,0.9945646524429321,0.9875059127807617,0.00705873966217041
17954,cpp,add,insert,remove,7,0.9851140975952148,0.9851819276809692,-6.783008575439453e-05
18064,cpp,removing,deleting,inserting,8,0.9738240242004395,0.9839770793914795,-0.010153055191040039
18200,cpp,add,insert,remove,8,0.9721069931983948,0.9802988171577454,-0.008191823959350586
18904,cpp,removing,deleting,inserting,12,0.9964017868041992,0.991057813167572,0.005343973636627197
19017,cpp,remove,delete,insert,14,0.9911031126976013,0.9847127199172974,0.006390392780303955
20346,cpp,added,inserted,removed,8,0.9886510968208313,0.9868298768997192,0.0018212199211120605
20349,cpp,increase,raise,decrease,7,0.9739447832107544,0.9892117381095886,-0.015266954898834229
20800,cpp,remove,delete,insert,6,0.9938415288925171,0.9787116646766663,0.01512986421585083
20812,cpp,created,built,destroyed,6,0.9899450540542603,0.9744851589202881,0.015459895133972168
20958,cpp,create,build,destroy,8,0.9726815819740295,0.9577847719192505,0.014896810054779053
21282,cpp,allow,permit,forbid,9,0.983293890953064,0.9665663838386536,0.0167275071144104
21431,cpp,remove,delete,insert,8,0.9887028932571411,0.9870378375053406,0.0016650557518005371
21556,cpp,show,display,hide,13,0.9961338639259338,0.987433671951294,0.008700191974639893
21571,cpp,remove,delete,insert,6,0.9942073822021484,0.9785405397415161,0.015666842460632324
21832,cpp,allow,permit,forbid,18,0.9895963072776794,0.9804190993309021,0.009177207946777344
22303,cpp,add,insert,remove,21,0.9925463199615479,0.9955037832260132,-0.002957463264465332
22666,cpp,disable,block,enable,11,0.9718554019927979,0.9909762144088745,-0.01912081241607666
22746,cpp,add,insert,remove,10,0.9850621223449707,0.9906243085861206,-0.005562186241149902
22746,cpp,open,unlock,close,10,0.9852544069290161,0.9885770082473755,-0.003322601318359375
23048,cpp,allow,permit,forbid,17,0.9965572953224182,0.9783674478530884,0.018189847469329834
24219,cpp,show,display,hide,20,0.9947168231010437,0.9948558807373047,-0.00013905763626098633
24483,cpp,added,inserted,removed,8,0.9943082332611084,0.996968150138855,-0.002659916877746582
24989,cpp,includes,contains,excludes,16,0.9954596757888794,0.9940234422683716,0.0014362335205078125
25202,cpp,added,inserted,removed,12,0.9795394539833069,0.9906447529792786,-0.01110529899597168
25263,cpp,increase,raise,decrease,9,0.99016934633255,0.990432620048523,-0.0002632737159729004
25366,cpp,added,inserted,removed,8,0.9801772236824036,0.9867520928382874,-0.006574869155883789
25527,cpp,increased,raised,decreased,6,0.9769760370254517,0.9766011238098145,0.00037491321563720703
26005,cpp,opening,unlocking,closing,8,0.9783636927604675,0.9865655303001404,-0.008201837539672852
26407,cpp,add,insert,remove,28,0.9932068586349487,0.9889684915542603,0.0042383670806884766
26407,cpp,disable,block,enable,28,0.9922506809234619,0.9948223829269409,-0.002571702003479004
26479,cpp,show,display,hide,11,0.9944578409194946,0.9927586913108826,0.0016991496086120605
26977,cpp,allow,permit,forbid,13,0.9932327270507812,0.9900745153427124,0.0031582117080688477
27525,cpp,adding,inserting,removing,11,0.979576587677002,0.9780020713806152,0.0015745162963867188
27671,cpp,adding,inserting,removing,18,0.9881255626678467,0.9850286245346069,0.003096938133239746
27872,cpp,added,inserted,removed,10,0.9840191602706909,0.9945353269577026,-0.010516166687011719
28246,cpp,remove,delete,insert,8,0.9946683645248413,0.9797159433364868,0.014952421188354492
28525,cpp,add,insert,remove,6,0.9787031412124634,0.9873689413070679,-0.008665800094604492
28635,cpp,disabled,blocked,enabled,6,0.9925782680511475,0.9864872097969055,0.006091058254241943
28981,cpp,disable,block,enable,8,0.9874029755592346,0.9974234104156494,-0.010020434856414795
29129,cpp,adding,inserting,removing,8,0.9520005583763123,0.9493458271026611,0.002654731273651123
29182,cpp,remove,delete,insert,7,0.9953446388244629,0.9904599189758301,0.0048847198486328125
29517,cpp,added,inserted,removed,7,0.9856955409049988,0.9890162944793701,-0.003320753574371338
29670,cpp,add,insert,remove,6,0.9860290288925171,0.9873476028442383,-0.0013185739517211914
29745,cpp,add,insert,remove,14,0.9908217191696167,0.9883929491043091,0.002428770065307617
29776,cpp,show,display,hide,17,0.9953354001045227,0.9900141954421997,0.005321204662322998
30426,cpp,allow,permit,forbid,12,0.9885292053222656,0.9878522753715515,0.0006769299507141113
30778,cpp,added,inserted,removed,10,0.9891801476478577,0.9947210550308228,-0.005540907382965088
31182,cpp,add,insert,remove,13,0.9904930591583252,0.9925564527511597,-0.0020633935928344727
31840,cpp,added,inserted,removed,7,0.987994909286499,0.9935125708580017,-0.0055176615715026855
32361,cpp,add,insert,remove,12,0.9965805411338806,0.995410680770874,0.0011698603630065918
32780,cpp,enable,permit,disable,8,0.98152095079422,0.9914839267730713,-0.009962975978851318
32882,cpp,show,display,hide,14,0.9969735741615295,0.9936819076538086,0.0032916665077209473
33018,cpp,added,inserted,removed,6,0.9555425643920898,0.9783638715744019,-0.02282130718231201
33295,cpp,opened,unlocked,closed,12,0.9970483183860779,0.9757385849952698,0.021309733390808105
33995,cpp,add,insert,remove,17,0.9916518926620483,0.9906290769577026,0.0010228157043457031
34036,cpp,allow,permit,forbid,10,0.9847499132156372,0.96417635679245,0.020573556423187256
34036,cpp,open,unlock,close,10,0.9327581524848938,0.9410176873207092,-0.00825953483581543
34070,cpp,add,insert,remove,13,0.9913885593414307,0.9936688542366028,-0.002280294895172119
34438,cpp,added,inserted,removed,24,0.9943596720695496,0.994394063949585,-3.439188003540039e-05
34510,cpp,add,insert,remove,9,0.9470620155334473,0.9817615747451782,-0.03469955921173096
34804,cpp,remove,delete,insert,7,0.9952419996261597,0.9863046407699585,0.008937358856201172
35088,cpp,adds,inserts,removes,21,0.9914238452911377,0.9911239147186279,0.0002999305725097656
35191,cpp,add,insert,remove,5,0.9850187301635742,0.9901948571205139,-0.005176126956939697
35254,cpp,add,insert,remove,9,0.9899843335151672,0.990867018699646,-0.0008826851844787598
35623,cpp,creating,building,destroying,12,0.9870045781135559,0.9837746024131775,0.003229975700378418
35838,cpp,increase,raise,decrease,7,0.9561402201652527,0.977270245552063,-0.021130025386810303
36179,cpp,enable,permit,disable,16,0.9861065745353699,0.994648277759552,-0.008541703224182129
36293,cpp,allow,permit,forbid,7,0.9892778992652893,0.9789510369300842,0.010326862335205078
36401,cpp,added,inserted,removed,6,0.978606641292572,0.9901793003082275,-0.011572659015655518
37000,cpp,add,insert,remove,9,0.9952102899551392,0.9933359026908875,0.001874387264251709
37143,cpp,add,insert,remove,12,0.994019627571106,0.9861724972724915,0.007847130298614502
38037,cpp,enable,permit,disable,10,0.983555018901825,0.9921711683273315,-0.008616149425506592
38968,cpp,adding,inserting,removing,23,0.9819386005401611,0.9901121854782104,-0.008173584938049316
39004,cpp,added,inserted,removed,15,0.9844890236854553,0.9865303635597229,-0.002041339874267578
39097,cpp,allow,permit,forbid,11,0.9834467768669128,0.9776113629341125,0.005835413932800293
39271,cpp,added,inserted,removed,10,0.9827600121498108,0.9924697875976562,-0.009709775447845459
39316,cpp,enable,permit,disable,13,0.9713810086250305,0.9905067682266235,-0.019125759601593018
39418,cpp,remove,delete,insert,15,0.9967200756072998,0.9923316240310669,0.00438845157623291
39650,cpp,enabling,permitting,disabling,11,0.983284592628479,0.9939279556274414,-0.010643362998962402
39650,cpp,allow,permit,forbid,11,0.984011173248291,0.9790953993797302,0.004915773868560791
40254,cpp,enabled,permitted,disabled,17,0.9799699783325195,0.9900071620941162,-0.01003718376159668
40593,cpp,added,inserted,removed,7,0.9789895415306091,0.9858223795890808,-0.00683283805847168
41009,cpp,add,insert,remove,9,0.9892756342887878,0.988610029220581,0.0006656050682067871
41009,cpp,allow,permit,forbid,9,0.9768721461296082,0.9764941930770874,0.00037795305252075195
41128,cpp,create,build,destroy,12,0.9910283088684082,0.9902355074882507,0.0007928013801574707
41230,cpp,add,insert,remove,10,0.9846662878990173,0.9833403825759888,0.0013259053230285645
41304,cpp,open,unlock,close,11,0.9485034346580505,0.9709117412567139,-0.02240830659866333
41553,cpp,remove,delete,insert,6,0.9910190105438232,0.9864517450332642,0.004567265510559082
41830,cpp,remove,delete,insert,9,0.9914227724075317,0.985622763633728,0.005800008773803711
41861,cpp,added,inserted,removed,7,0.9778744578361511,0.9767337441444397,0.0011407136917114258
41968,cpp,add,insert,remove,11,0.9790729880332947,0.974270224571228,0.00480276346206665
42105,cpp,added,inserted,removed,12,0.9850900769233704,0.9869288206100464,-0.0018387436866760254
42263,cpp,remove,delete,insert,6,0.9874321222305298,0.9742203950881958,0.013211727142333984
42979,cpp,disable,block,enable,7,0.9890413284301758,0.9947446584701538,-0.005703330039978027
43447,cpp,remove,delete,insert,10,0.9965200424194336,0.984312117099762,0.01220792531967163
43531,cpp,allow,permit,forbid,11,0.988368809223175,0.9800097942352295,0.008359014987945557
43561,cpp,add,insert,remove,16,0.9911680221557617,0.993537425994873,-0.002369403839111328
43570,cpp,show,display,hide,31,0.9990026950836182,0.9962160587310791,0.0027866363525390625
43597,cpp,enabled,permitted,disabled,42,0.9893369078636169,0.9946047067642212,-0.005267798900604248
43650,cpp,add,insert,remove,7,0.9774366021156311,0.9786003828048706,-0.001163780689239502
44334,cpp,including,containing,excluding,6,0.9922596216201782,0.9916844367980957,0.0005751848220825195
44635,cpp,enabled,permitted,disabled,11,0.9781146049499512,0.9963104128837585,-0.018195807933807373
44875,cpp,add,insert,remove,22,0.9876688718795776,0.9908946752548218,-0.0032258033752441406
281,cs,add,insert,remove,10,0.9652975797653198,0.9807669520378113,-0.015469372272491455
281,cs,show,display,hide,10,0.9744656085968018,0.9838491082191467,-0.00938349962234497
354,cs,adding,inserting,removing,14,0.9896776676177979,0.9854147434234619,0.0042629241943359375
427,cs,added,inserted,removed,10,0.980449378490448,0.988410472869873,-0.007961094379425049
461,cs,add,insert,remove,14,0.9881767630577087,0.9901059865951538,-0.0019292235374450684
884,cs,add,insert,remove,10,0.9923213720321655,0.9923669695854187,-4.559755325317383e-05
1012,cs,add,insert,remove,11,0.9707431793212891,0.9860422015190125,-0.015299022197723389
1012,cs,removed,deleted,inserted,11,0.986379086971283,0.9736796021461487,0.012699484825134277
1332,cs,adding,inserting,removing,16,0.9885997772216797,0.9838224053382874,0.004777371883392334
1332,cs,enable,permit,disable,16,0.9860843420028687,0.9864209294319153,-0.00033658742904663086
2034,cs,add,insert,remove,16,0.9926384687423706,0.9952107667922974,-0.002572298049926758
2656,cs,creating,building,destroying,11,0.9936920404434204,0.9889180064201355,0.004774034023284912
2747,cs,remove,delete,insert,9,0.9822924733161926,0.9854924082756042,-0.003199934959411621
4034,cs,added,inserted,removed,12,0.9885762333869934,0.9928454756736755,-0.004269242286682129
4252,cs,add,insert,remove,15,0.9797879457473755,0.9886795878410339,-0.008891642093658447
5020,cs,add,insert,remove,13,0.9829248189926147,0.9903018474578857,-0.007377028465270996
5431,cs,include,contain,exclude,9,0.9856759905815125,0.9879633188247681,-0.0022873282432556152
5857,cs,add,insert,remove,18,0.9889094233512878,0.9929540753364563,-0.004044651985168457
6208,cs,add,insert,remove,21,0.9851300120353699,0.987028956413269,-0.00189894437789917
7248,cs,add,insert,remove,11,0.9803124070167542,0.9902549982070923,-0.009942591190338135
7766,cs,add,insert,remove,9,0.9938846826553345,0.9947553873062134,-0.0008707046508789062
8050,cs,remove,delete,insert,11,0.9899264574050903,0.9833502769470215,0.006576180458068848
8262,cs,added,inserted,removed,10,0.9796179533004761,0.9926341772079468,-0.013016223907470703
8374,cs,added,inserted,removed,9,0.9869900941848755,0.9957302808761597,-0.00874018669128418
8735,cs,add,insert,remove,11,0.9809291362762451,0.9809462428092957,-1.710653305053711e-05
8878,cs,allow,permit,forbid,10,0.9904261827468872,0.9814615845680237,0.008964598178863525
9927,cs,add,insert,remove,12,0.9915128946304321,0.993036687374115,-0.0015237927436828613
10601,cs,added,inserted,removed,11,0.9871618151664734,0.9926760196685791,-0.005514204502105713
10601,cs,open,unlock,close,11,0.9709163904190063,0.9737332463264465,-0.0028168559074401855
11254,cs,added,inserted,removed,10,0.9846868515014648,0.9946194291114807,-0.00993257761001587
11402,cs,added,inserted,removed,9,0.9800925254821777,0.9866434335708618,-0.006550908088684082
11402,cs,allowed,permitted,forbade,9,0.9948636889457703,0.9774179458618164,0.017445743083953857
11411,cs,add,insert,remove,9,0.9932684302330017,0.9905044436454773,0.002763986587524414
11883,cs,added,inserted,removed,14,0.9881315231323242,0.9938350319862366,-0.0057035088539123535
11990,cs,added,inserted,removed,22,0.9774618148803711,0.9815548062324524,-0.004092991352081299
12597,cs,creating,building,destroying,10,0.983906626701355,0.975972056388855,0.0079345703125
12622,cs,added,inserted,removed,17,0.9917778968811035,0.994179904460907,-0.002402007579803467
12708,cs,add,insert,remove,12,0.990095317363739,0.9886807203292847,0.0014145970344543457
12749,cs,add,insert,remove,11,0.9786562919616699,0.9916752576828003,-0.013018965721130371
15362,cs,add,insert,remove,15,0.9958256483078003,0.993747353553772,0.0020782947540283203
16048,cs,add,insert,remove,11,0.9906187057495117,0.982354998588562,0.008263707160949707
16048,cs,remove,delete,insert,11,0.9937814474105835,0.9878198504447937,0.005961596965789795
16117,cs,added,inserted,removed,12,0.9727464914321899,0.9878013134002686,-0.015054821968078613
16341,cs,added,inserted,removed,11,0.9803729057312012,0.9820879101753235,-0.0017150044441223145
16341,cs,allows,permits,forbids,11,0.9944807291030884,0.9882763624191284,0.006204366683959961
16366,cs,create,build,destroy,13,0.9892509579658508,0.9877651929855347,0.0014857649803161621
16542,cs,added,inserted,removed,19,0.9827383160591125,0.9892584085464478,-0.006520092487335205
16542,cs,open,unlock,close,19,0.9846389889717102,0.9930214881896973,-0.00838249921798706
17126,cs,add,insert,remove,9,0.9923456907272339,0.9923034310340881,4.225969314575195e-05
17339,cs,removed,deleted,inserted,20,0.9895710945129395,0.9815682768821716,0.008002817630767822
17461,cs,add,insert,remove,9,0.9860597252845764,0.9920550584793091,-0.005995333194732666
18093,cs,adding,inserting,removing,12,0.992274284362793,0.9911341667175293,0.0011401176452636719
18370,cs,added,inserted,removed,11,0.9852395057678223,0.9905263185501099,-0.005286812782287598
18514,cs,adding,inserting,removing,14,0.9890214800834656,0.9877005815505981,0.0013208985328674316
18609,cs,disable,block,enable,13,0.989457368850708,0.9968706965446472,-0.007413327693939209
19565,cs,added,inserted,removed,12,0.9888051748275757,0.9936324954032898,-0.004827320575714111
20882,cs,added,inserted,removed,11,0.9812976717948914,0.989372730255127,-0.008075058460235596
21208,cs,added,inserted,removed,17,0.9798711538314819,0.9946350455284119,-0.014763891696929932
21208,cs,allow,permit,forbid,17,0.9833626747131348,0.9838075637817383,-0.0004448890686035156
21342,cs,remove,delete,insert,10,0.9937920570373535,0.9792088866233826,0.014583170413970947
21655,cs,remove,delete,insert,9,0.9954408407211304,0.9841306209564209,0.011310219764709473
23109,cs,allow,permit,forbid,10,0.9886081218719482,0.9688650369644165,0.01974308490753174
23216,cs,add,insert,remove,10,0.9926149249076843,0.9918798208236694,0.0007351040840148926
23725,cs,add,insert,remove,12,0.9823513627052307,0.9694562554359436,0.01289510726928711
23725,cs,showing,displaying,hiding,12,0.9663697481155396,0.9634081125259399,0.0029616355895996094
25140,cs,add,insert,remove,16,0.9921988844871521,0.9940125942230225,-0.0018137097358703613
25609,cs,added,inserted,removed,15,0.9662257432937622,0.9799009561538696,-0.013675212860107422
25682,cs,added,inserted,removed,13,0.9838995337486267,0.9934935569763184,-0.00959402322769165
26021,cs,remove,delete,insert,9,0.9958508014678955,0.9883129596710205,0.007537841796875
26269,cs,remove,delete,insert,9,0.9952371120452881,0.9871397018432617,0.008097410202026367
26329,cs,added,inserted,removed,12,0.9894530773162842,0.9938467144966125,-0.004393637180328369
26473,cs,creating,building,destroying,14,0.9959514141082764,0.9897311925888062,0.006220221519470215
26624,cs,added,inserted,removed,16,0.9971510171890259,0.9968873262405396,0.0002636909484863281
26624,cs,remove,delete,insert,16,0.9985721111297607,0.9954929351806641,0.0030791759490966797
26739,cs,add,insert,remove,12,0.9843119978904724,0.9788678288459778,0.005444169044494629
26739,cs,removing,deleting,inserting,12,0.9950406551361084,0.9907894134521484,0.004251241683959961
27284,cs,add,insert,remove,9,0.9814060926437378,0.9886304140090942,-0.007224321365356445
27306,cs,allow,permit,forbid,16,0.9886319041252136,0.9829992651939392,0.005632638931274414
27469,cs,add,insert,remove,10,0.9867231845855713,0.9942314624786377,-0.007508277893066406
27649,cs,add,insert,remove,12,0.993412971496582,0.994279146194458,-0.0008661746978759766
27882,cs,add,insert,remove,11,0.9833383560180664,0.9903058409690857,-0.006967484951019287
27924,cs,remove,delete,insert,11,0.9929941296577454,0.9883697032928467,0.004624426364898682
28473,cs,disable,block,enable,12,0.9840949773788452,0.9972609281539917,-0.013165950775146484
28513,cs,added,inserted,removed,9,0.9861747026443481,0.9934747219085693,-0.007300019264221191
28520,cs,removed,deleted,inserted,10,0.9877896904945374,0.9813152551651001,0.006474435329437256
28544,cs,add,insert,remove,13,0.98004150390625,0.9853166341781616,-0.005275130271911621
28601,cs,add,insert,remove,10,0.9914153814315796,0.9936121702194214,-0.002196788787841797
28817,cs,add,insert,remove,11,0.990477442741394,0.9876679182052612,0.0028095245361328125
29189,cs,remove,delete,insert,23,0.9954657554626465,0.9891220927238464,0.006343662738800049
29766,cs,creating,building,destroying,10,0.984088122844696,0.9617030024528503,0.022385120391845703
30017,cs,add,insert,remove,9,0.9947779774665833,0.9957348704338074,-0.0009568929672241211
30271,cs,adding,inserting,removing,9,0.9901515245437622,0.9875470399856567,0.0026044845581054688
30289,cs,added,inserted,removed,9,0.9825279712677002,0.9912706613540649,-0.008742690086364746
31754,cs,added,inserted,removed,15,0.9833438396453857,0.992607831954956,-0.009263992309570312
32313,cs,add,insert,remove,12,0.9908674359321594,0.9927965998649597,-0.001929163932800293
33223,cs,start,begin,stop,11,0.9513750076293945,0.9820373058319092,-0.03066229820251465
33226,cs,add,insert,remove,12,0.9956429600715637,0.9938324093818665,0.0018105506896972656
33272,cs,add,insert,remove,14,0.9947996735572815,0.9934455156326294,0.0013541579246520996
33366,cs,disable,block,enable,15,0.9925210475921631,0.9981913566589355,-0.005670309066772461
33371,cs,add,insert,remove,10,0.9945312142372131,0.9968209266662598,-0.002289712429046631
33559,cs,added,inserted,removed,9,0.9793578386306763,0.978610634803772,0.0007472038269042969
33579,cs,add,insert,remove,19,0.993471622467041,0.9933344721794128,0.00013715028762817383
34124,cs,adding,inserting,removing,11,0.9893128275871277,0.987928032875061,0.0013847947120666504
34620,cs,added,inserted,removed,14,0.9882906675338745,0.9951657056808472,-0.006875038146972656
34620,cs,allow,permit,forbid,14,0.9962196350097656,0.9844551682472229,0.011764466762542725
35217,cs,added,inserted,removed,17,0.986687421798706,0.9897320866584778,-0.0030446648597717285
35393,cs,added,inserted,removed,11,0.9861774444580078,0.993112325668335,-0.0069348812103271484
36074,cs,added,inserted,removed,10,0.9774827361106873,0.9921760559082031,-0.01469331979751587
36324,cs,added,inserted,removed,23,0.989440381526947,0.9960881471633911,-0.006647765636444092
36324,cs,allow,permit,forbid,23,0.9935769438743591,0.9877649545669556,0.0058119893074035645
36569,cs,enable,permit,disable,12,0.9815492630004883,0.9928192496299744,-0.011269986629486084
36795,cs,disable,block,enable,9,0.9864175319671631,0.9927403926849365,-0.0063228607177734375
36959,cs,add,insert,remove,13,0.9786970615386963,0.9863989353179932,-0.007701873779296875
37055,cs,added,inserted,removed,14,0.986341655254364,0.9949796199798584,-0.008637964725494385
37908,cs,remove,delete,insert,15,0.9970168471336365,0.990094006061554,0.0069228410720825195
38242,cs,enable,permit,disable,14,0.9864842295646667,0.9970648884773254,-0.010580658912658691
38892,cs,remove,delete,insert,11,0.9947643280029297,0.9803591370582581,0.01440519094467163
39450,cs,added,inserted,removed,13,0.985841691493988,0.9921830296516418,-0.006341338157653809
39648,cs,accept,take,reject,19,0.98519366979599,0.9810914397239685,0.004102230072021484
204,cs,allow,permit,forbid,13,0.9868136644363403,0.9759359955787659,0.010877668857574463
520,cs,added,inserted,removed,7,0.9771754145622253,0.9878831505775452,-0.010707736015319824
1400,cs,add,insert,remove,11,0.9887412190437317,0.9899002313613892,-0.0011590123176574707
1638,cs,start,begin,stop,7,0.9712074398994446,0.9634166359901428,0.007790803909301758
2387,cs,removed,deleted,inserted,13,0.988084077835083,0.9794098138809204,0.008674263954162598
2730,cs,added,inserted,removed,11,0.9871008396148682,0.9939988851547241,-0.006898045539855957
3351,cs,create,build,destroy,7,0.9885450005531311,0.984161376953125,0.0043836236000061035
3572,cs,opening,unlocking,closing,12,0.9834129810333252,0.9882835745811462,-0.004870593547821045
4419,cs,allow,permit,forbid,11,0.9878343343734741,0.9798697233200073,0.007964611053466797
5153,cs,added,inserted,removed,10,0.9832596182823181,0.9911403656005859,-0.007880747318267822
5425,cs,added,inserted,removed,7,0.9655023813247681,0.9834235906600952,-0.01792120933532715
6928,cs,added,inserted,removed,13,0.9861190915107727,0.9938750863075256,-0.00775599479675293
9077,cs,opening,unlocking,closing,10,0.9861088395118713,0.989978551864624,-0.0038697123527526855
9077,cs,created,built,destroyed,10,0.9892606139183044,0.9859874844551086,0.0032731294631958008
10393,cs,allow,permit,forbid,15,0.995728611946106,0.9750226140022278,0.020705997943878174
10877,cs,add,insert,remove,11,0.9836504459381104,0.9918173551559448,-0.008166909217834473
10877,cs,creating,building,destroying,11,0.994290828704834,0.9865137338638306,0.007777094841003418
11130,cs,add,insert,remove,7,0.984184980392456,0.9884679317474365,-0.004282951354980469
11832,cs,allow,permit,forbid,9,0.9649414420127869,0.9548178315162659,0.010123610496520996
12962,cs,add,insert,remove,6,0.9820648431777954,0.9885485768318176,-0.006483733654022217
13006,cs,add,insert,remove,13,0.9932547807693481,0.993040144443512,0.00021463632583618164
13245,cs,add,insert,remove,13,0.9941719770431519,0.9915850162506104,0.002586960792541504
13546,cs,disable,block,enable,9,0.9916892051696777,0.9938628673553467,-0.0021736621856689453
17934,cs,add,insert,remove,13,0.9843521118164062,0.983388364315033,0.000963747501373291
20966,cs,started,began,stopped,7,0.9860655069351196,0.9831656813621521,0.0028998255729675293
28092,cs,remove,delete,insert,9,0.9743807911872864,0.9816731214523315,-0.007292330265045166
29058,cs,added,inserted,removed,9,0.9741137027740479,0.9932619333267212,-0.01914823055267334
32030,cs,hide,cover,show,6,0.964525580406189,0.9785076379776001,-0.013982057571411133
